tweets,type,class
سواء اخطأ في تسييره او لا لكن ان تقمع من يطالبون بحقوقهم بهذه الطريقة كأنك ترسل رسالة بالا يتكرر المشهد على العكس هذا تأجيج لحراك و غضب قادم,negative,standard
الحكم على الزفزافي و رفاقه ب سنة لماذا لانهم طالبوا بالعيش الكريم والكرامة و العدالة الاجتماعية في حين اللذين سرقوا اموال الشعب و نهبوا ثرواته و جوعوا ابناءه يتمتعون بالحصانة والحماية و الله انه عار و يتكلمون عن الفتنة اوا ليست هذه اكبر فتنة,negative,standard
و لا تحسبن الله غافلا عما يعمل الظالمون انما يؤخرهم ليوم تشخص فيه الابصار,negative,standard
يوم اسود في هذا البلد,negative,standard
كرة القدم اصبحت مصالح,negative,standard
انا يبان لي افريقيا احسن ما تبقا تشارك ف كأس العالم الحگرة ,negative,dialectal
من لم يصنع السعادة لنفسه لن يمنحها له الاخرون,neutral,standard
الصلاة على رسولنا عليه ازكى الصلاة و السلام ان الله و ملائكته يصلون على النبي ياأيها الذين آمنو صلو عليه و سلمو تسليما,neutral,standard
احذر أن تموت و ذنوبك على قيد الحياة,neutral,standard
صورة لخواتم الخطوبة التي نزعت من أصابع قتلى الحرب العالمية الثانية و لكم أن تتخيلوا كم من قصة حب دفنتها الحروب ,negative,standard
المصالح تغلب على كل ميدان,negative,standard
الله يكثر من مثالو,positive,dialectal
انا يلاه عرفت علاش كان يقول الفرقة اللي يجي بسم الله السيد واثق من رااسو ,positive,dialectal
و و و تحماو علينا ويلاه جابو معانا التعادل ,positive,dialectal
و الله ما فهمت اش قلت ,neutral,dialectal
 اه فهمت و حتى انا فقط للاشارة ,neutral,dialectal
اه انا فهمت قصدك وردي كان عن ما الاحظه في واقع التواصل,neutral,dialectal
لا يستحق ان نولي له اهتمام لهذه الدرجة تمت من يستحقون للاهتمام اكثر منو بالف درجة,neutral,dialectal
لا لا ماشي تا لديك الدرجة يمكن حتى العنصر النسوي ولا يهتم حتى هو بالكورة العالمية,neutral,dialectal
عندي ميول لامريكا اللاتينية دبا نشجعهم واحد بواحد هادوك رعاة البقر القتالية و الكورة ديالهم بوحدها,positive,dialectal
اااه حيت كان الخوف و الضغط دبا اللي عطا الله عطاه دكشي علاش طلقوها تسرح ,neutral,dialectal
لا بالعكس يالاه غ نتفرجو براحتنا بلا تعصب بلا نرفزة اصلا هادشي اللي فات ما استمتعنا به ,mixed,dialectal
 ,positive,dialectal
 الناس فين و انت فين الكل يغلغل على الفيفا و انت جايبا لينا ,neutral,dialectal
السعودية شراو الماتش,neutral,dialectal
جزاك الله خير على التصحيح وصلتني على الواتس اب من صديق,positive,standard
اسعد الله مساءكم بكل خير,positive,standard
عندما تعامل الناس بنفس اسلوبهم ستصبح انسان سيء في نظرهم,negative,standard
اتفق معك المهم المصلحة العامة تغلب على كل شيء,positive,standard
و جزاك ,positive,standard
الا اني عندي بعض التحفظ على شي مسائل و بزاف د الاسئلة تدور ف راسي المهم البلاد غاديا للقدام و الشعب وضعيتو تحسنات,positive,dialectal
باش تحصل من نسبة الاصوات خاص تكون سميتك اردوغان شعب تهمه مصلحته و مصلحة البلاد من الدرجة الاولى,positive,dialectal
حتى وإن نجح الإنسان في إخفاء حقيقته للناس ، فإن ربه عليم خبير وفي الحقيقة الأمر كما قيل ومهما يكن عند امرئ من خليقة ولوخالها تخفى على الناس تعلم,neutral,standard
و لا تقولن لشيء اني فاعل ذلك غذا الا ان يشاء الله,neutral,standard
من اجمل الاماكن صراحة,positive,standard
وقد جاء في الحديث سددوا وقاربوا وأعلموا أنه لن يدخل أحدكم عمله الجنة قالوا ولا أنت يا رسول الله قال ولا أنا إلا أن يتغمدني الله بمغفرة ورحمة لا تعتمد في طلبك رضوان الله على أعمالك من كتاب التزكية والسلوك إلى ملك الملوك ص شرح الحكم لأحمد بن عطاء رحمه الله تعالى,neutral,standard
من علامات الإعتماد على العمل نقصان الرجاء عند وجود الزلل المسلم مكلف بالعمل لنيل رضوان الله تعالى ومكلف بالوقت نفسه ألا يعتمد على عمله للوصول إلى رضوان الله تعالى لأنه مهما عمل لا يؤدي حق الله عز وجل قال الله تعالى وان تعدوا نعمة الله لا تحصوها,neutral,standard
يد مدت إلى الله لن ترجع خائبة فلا تبخلو على انفسكم بالدعاءو اليقين بالاجابة رب اغفر لي و لوالدي و لأحبتي و لجميع المسلمين و المسلمات و المؤمنين و المؤمنات الأحياء منهم و الأموات,positive,standard
والشعوب اكبر متواطئ في القضية,negative,standard
الصورة لا تحتاج لتعليق,neutral,standard
هذا حال بعض الناس دعك منهم استمتعي بما ترينه صائب لك,neutral,standard
صباحكم معطر بذكر الرحمان,positive,standard
اسعد الله يومكم بكل خير,positive,standard
صباح العز و النصر خويا انس ,positive,dialectal
 اللهم إنا نسألك صباحا يتجلى فيه لطفك ويتسع فيه رزقك وتمتد فيه عافيتك ونستفتح فيه برحمتك أسعد يومكم بكل خير,positive,standard
فعلا من ذويها و لهم ان يتحملو عواقب جرمهم اتجاا مازلنا لم نستقل بافكارنا وهذا هو اصل المشكل,negative,standard
فعلا اللغة اللي ضاعت لنا و ضعنا فيها للاسف شي باغي يتكلم بالفرنسي شي الانجليزي و هلم جرا كنا معززين بما وهبه الله لنا و ابتغينا اشياء اخرى فذللنا,negative,dialectal
